Alloy elements = Zr, Ti, Nb	
Alloy composition = 35,40,25	
Theoretical elastic modulus (GPa) = 1.020740e+02	
----------	
Length (mm) = 5.1	
Width (mm) = 2.21	
Thickness (mm) = 0.95	
----------	
Time (s)	Displacement (mm)	Force (N)	Eng. strain	Eng. Stress (MPa)	
33.40000000	0.01759772	739.46429167	0.00345053	352.20971263	
33.50000000	0.01764501	741.45132634	0.00345981	353.15614496	
33.60000000	0.01769229	743.43836101	0.00346908	354.10257729	
33.70000000	0.01773958	745.42539568	0.00347835	355.04900961	
33.80000000	0.01778687	747.41243035	0.00348762	355.99544194	
33.90000000	0.01783416	749.39946503	0.00349689	356.94187427	
34.00000000	0.01788144	751.38649970	0.00350617	357.88830660	
34.10000000	0.01792873	753.37353437	0.00351544	358.83473892	
34.20000000	0.01797602	755.36056904	0.00352471	359.78117125	
34.30000000	0.01802331	757.34760372	0.00353398	360.72760358	
34.40000000	0.01807059	759.33463839	0.00354325	361.67403591	
34.50000000	0.01811788	761.32167306	0.00355253	362.62046824	
34.60000000	0.01816517	763.30870773	0.00356180	363.56690056	
34.70000000	0.01821245	765.29574240	0.00357107	364.51333289	
34.80000000	0.01825974	767.28277708	0.00358034	365.45976522	
34.90000000	0.01830703	769.26981175	0.00358961	366.40619755	
35.00000000	0.01835432	771.25684642	0.00359889	367.35262987	
35.10000000	0.01840160	773.24388109	0.00360816	368.29906220	
35.20000000	0.01844889	775.23091576	0.00361743	369.24549453	
35.30000000	0.01849618	777.21795044	0.00362670	370.19192686	
35.40000000	0.01854347	779.20498511	0.00363597	371.13835918	
35.50000000	0.01859075	781.19201978	0.00364525	372.08479151	
35.60000000	0.01863804	783.17905445	0.00365452	373.03122384	
35.70000000	0.01868533	785.16608913	0.00366379	373.97765617	
35.80000000	0.01873262	787.15312380	0.00367306	374.92408850	
35.90000000	0.01877990	789.14015847	0.00368233	375.87052082	
36.00000000	0.01882719	791.12719314	0.00369161	376.81695315	
36.10000000	0.01887448	793.11422781	0.00370088	377.76338548	
36.20000000	0.01892176	795.10126249	0.00371015	378.70981781	
36.30000000	0.01896905	797.08829716	0.00371942	379.65625013	
36.40000000	0.01901634	799.07533183	0.00372869	380.60268246	
36.50000000	0.01906363	801.06236650	0.00373797	381.54911479	
36.60000000	0.01911091	803.04940117	0.00374724	382.49554712	
36.70000000	0.01915820	805.03643585	0.00375651	383.44197945	
36.80000000	0.01920549	807.02347052	0.00376578	384.38841177	
36.90000000	0.01925278	809.01050519	0.00377505	385.33484410	
37.00000000	0.01930006	810.99753986	0.00378433	386.28127643	
37.10000000	0.01934735	812.98457453	0.00379360	387.22770876	
37.20000000	0.01939464	814.97160921	0.00380287	388.17414108	
37.30000000	0.01944192	816.95864388	0.00381214	389.12057341	
37.40000000	0.01948921	818.94567855	0.00382141	390.06700574	
37.50000000	0.01953650	820.93271322	0.00383069	391.01343807	
37.60000000	0.01958379	822.91974790	0.00383996	391.95987040	
37.70000000	0.01963107	824.90678257	0.00384923	392.90630272	
37.80000000	0.01967836	826.89381724	0.00385850	393.85273505	
37.90000000	0.01972565	828.88085191	0.00386777	394.79916738	
38.00000000	0.01977294	830.86788658	0.00387705	395.74559971	
38.10000000	0.01982022	832.85492126	0.00388632	396.69203203	
38.20000000	0.01986751	834.84195593	0.00389559	397.63846436	
38.30000000	0.01991480	836.82899060	0.00390486	398.58489669	
38.40000000	0.01996209	838.81602527	0.00391413	399.53132902	
38.50000000	0.02000937	840.80305994	0.00392341	400.47776135	
38.60000000	0.02005666	842.79009462	0.00393268	401.42419367	
38.70000000	0.02010395	844.77712929	0.00394195	402.37062600	
38.80000000	0.02015123	846.76416396	0.00395122	403.31705833	
38.90000000	0.02019852	848.75119863	0.00396049	404.26349066	
39.00000000	0.02024581	850.73823331	0.00396977	405.20992298	
39.10000000	0.02029310	852.72526798	0.00397904	406.15635531	
39.20000000	0.02034038	854.71230265	0.00398831	407.10278764	
39.30000000	0.02038767	856.69933732	0.00399758	408.04921997	
39.40000000	0.02043496	858.68637199	0.00400685	408.99565230	
39.50000000	0.02048225	860.67340667	0.00401613	409.94208462	
39.60000000	0.02052953	862.66044134	0.00402540	410.88851695	
39.70000000	0.02057682	864.64747601	0.00403467	411.83494928	
39.80000000	0.02062411	866.63451068	0.00404394	412.78138161	
39.90000000	0.02067139	868.62154535	0.00405321	413.72781393	
40.00000000	0.02071868	870.60858003	0.00406249	414.67424626	
40.10000000	0.02076597	872.59561470	0.00407176	415.62067859	
40.20000000	0.02081326	874.58264937	0.00408103	416.56711092	
40.30000000	0.02086054	876.56968404	0.00409030	417.51354325	
40.40000000	0.02090783	878.55671872	0.00409957	418.45997557	
40.50000000	0.02095512	880.54375339	0.00410885	419.40640790	
40.60000000	0.02100241	882.53078806	0.00411812	420.35284023	
40.70000000	0.02104969	884.51782273	0.00412739	421.29927256	
40.80000000	0.02109698	886.50485740	0.00413666	422.24570488	
40.90000000	0.02114427	888.49189208	0.00414593	423.19213721	
41.00000000	0.02119156	890.47892675	0.00415521	424.13856954	
41.10000000	0.02123884	892.46596142	0.00416448	425.08500187	
41.20000000	0.02128613	894.45299609	0.00417375	426.03143420	
41.30000000	0.02133342	896.44003076	0.00418302	426.97786652	
41.40000000	0.02138070	898.42706544	0.00419230	427.92429885	
41.50000000	0.02142799	900.41410011	0.00420157	428.87073118	
41.60000000	0.02147528	902.40113478	0.00421084	429.81716351	
41.70000000	0.02152257	904.38816945	0.00422011	430.76359583	
41.80000000	0.02156985	906.37520413	0.00422938	431.71002816	
41.90000000	0.02161714	908.36223880	0.00423866	432.65646049	
42.00000000	0.02166443	910.34927347	0.00424793	433.60289282	
